what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606593768514
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606593772563
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1606593793538
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1606593794046
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1606593794564
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1606593795052
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1606593795595
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1606593796046
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1606593796459
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1606593796901
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1606593797292
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1606593797689
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1606593798627
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1606593799325
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1606593802350
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1606593805439
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1606593806370
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1606593806931
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606593813099
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606593815206
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606593818606
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606593826672
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606593834792
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606593841012
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606593841867
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606593873005
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606593878572
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606593883385
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606593884654
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606593895254
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1606593900906
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606593904706
opened,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1606593910323
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606593915030
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606593935814
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606594032794
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606594094136
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606594100032
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606594100716
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606594114206
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1606594161105
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1606594163220
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1606594163543
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1606594176366
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1606594181958
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1606594207332
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1606594211392
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1606594212378
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1606594228731
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1606594238184
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1606594240035
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1606594255828
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1606594261249
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1606594263002
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1606594278721
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606594285926
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606594289843
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606594290678
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606594305944
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606594310285
