what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1606567669457
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606567736759
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606567753297
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1606567766374
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606567766668
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606567767942
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606567775807
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606567787158
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606567804313
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606567809974
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1606567815259
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606567826588
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606567840038
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606567843598
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606567847352
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606567850658
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606567858785
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606567867063
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606567879785
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606567879797
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606567884627
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606567888807
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606567890555
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606567894757
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606567898657
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1606567945469
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1606567972349
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1606567976201
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606567992092
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606567996418
error,log,,,"Designer [1.0.0.r37x201106081552.202011281453]: null argument: ",1606568003674
error,log,,,"Designer [1.0.0.r37x201106081552.202011281453]: null argument: ",1606568008901
error,log,,,"Designer [1.0.0.r37x201106081552.202011281453]: null argument: ",1606568011431
error,log,,,"Designer [1.0.0.r37x201106081552.202011281453]: null argument: ",1606568013758
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1606568046290
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606568051605
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606568054748
error,log,,,"Designer [1.0.0.r37x201106081552.202011281453]: null argument: ",1606568064059
error,log,,,"Designer [1.0.0.r37x201106081552.202011281453]: null argument: ",1606568071370
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1606568081521
error,log,,,"Designer [1.0.0.r37x201106081552.202011281453]: null argument: ",1606568101910
error,log,,,"Designer [1.0.0.r37x201106081552.202011281453]: null argument: ",1606568104353
error,log,,,"Designer [1.0.0.r37x201106081552.202011281453]: null argument: ",1606568112570
error,log,,,"Designer [1.0.0.r37x201106081552.202011281453]: null argument: ",1606568118094
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606568120868
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606568122886
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1606568123054
closed,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1606568123054
opened,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1606568125710
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1606568125956
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606568128188
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606568129419
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606568154323
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606568156753
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1606568193431
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1606568285570
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1606568426918
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606568431605
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606568432952
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606568518926
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606568596537
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606568884841
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606568906331
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1606568967270
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606569042433
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606569063528
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1606569063605
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1606569215290
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1606569232342
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606569250927
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606569280907
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.newWizard",1606569280935
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1606569324988
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1606569340156
started,bundle,org.eclipse.wb.os,1.0.0.r37x201106081531,"org.eclipse.wb.os",1606569502371
error,log,,,"Designer [1.0.0.r37x201106081552.202011281453]: assertion failed: ",1606569502391
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1606569502643
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606569508013
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606569509143
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1606569509315
closed,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1606569509315
opened,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1606569511133
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1606569511421
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606569531749
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606569532808
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606570496432
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606577880786
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606577886840
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606577886930
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606577894736
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606577899360
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606578147993
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606578151458
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606578155643
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606578162890
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606578215976
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606578221443
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606578231894
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606578234888
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1606578250616
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1606578561874
started,bundle,org.eclipse.osgi,3.7.0.v20110613,"org.eclipse.osgi",1606578561876
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110502-1955,"org.eclipse.equinox.simpleconfigurator",1606578561878
started,bundle,com.ibm.icu,4.4.2.v20110208,"com.ibm.icu",1606578561880
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1606578561881
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1606578561883
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1606578561884
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110505-0800,"org.eclipse.core.filebuffers",1606578561886
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1606578561889
started,bundle,org.eclipse.core.jobs,3.5.100.v20110404,"org.eclipse.core.jobs",1606578561890
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1606578561891
started,bundle,org.eclipse.core.resources,3.7.100.v20110510-0712,"org.eclipse.core.resources",1606578561893
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1606578561895
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1606578561896
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1606578561898
started,bundle,org.eclipse.debug.core,3.7.0.v20110518,"org.eclipse.debug.core",1606578561899
started,bundle,org.eclipse.epp.mpc.ui,1.1.0.I20110525-0742,"org.eclipse.epp.mpc.ui",1606578561901
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1606578561901
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1606578561902
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1606578561903
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1606578561904
started,bundle,org.eclipse.equinox.ds,1.3.0.v20110502,"org.eclipse.equinox.ds",1606578561905
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1606578561906
